fullpart_time,gender,months_work,respect,hr_wage
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,10.75
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,16
(1) Full-time worker,(2) Female,9,(2) Agree,7.25
(1) Full-time worker,(2) Female,12,(2) Agree,15.5
(1) Full-time worker,(2) Female,10,(2) Agree,107.5
(1) Full-time worker,(2) Female,10,(1) Strongly agree,25
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.5
(1) Full-time worker,(2) Female,12,(2) Agree,14
(1) Full-time worker,(2) Female,12,(2) Agree,23
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,20
(1) Full-time worker,(2) Female,1,(1) Strongly agree,24.39024390244
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18
(2) Part-time worker,(2) Female,9,(2) Agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,9.5
(2) Part-time worker,(2) Female,6,(2) Agree,8
(2) Part-time worker,(2) Female,5,(1) Strongly agree,7.09090909091
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,15.9
(1) Full-time worker,(2) Female,1,(1) Strongly agree,10.77
(2) Part-time worker,(2) Female,NA,(1) Strongly agree,51.42857142858
(2) Part-time worker,(2) Female,2,(2) Agree,9
(1) Full-time worker,(2) Female,12,(2) Agree,11.7
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,15.11627906977
NA,(2) Female,12,(1) Strongly agree,3.57142857143
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15.9375
(1) Full-time worker,(2) Female,9,(2) Agree,27.77777777778
(1) Full-time worker,(2) Female,10,(2) Agree,15
(2) Part-time worker,(2) Female,9,(1) Strongly agree,15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.5
(2) Part-time worker,(2) Female,9,(1) Strongly agree,33.27205882353
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20.55
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,9,(2) Agree,8.73750000001
(1) Full-time worker,(2) Female,NA,(2) Agree,21.88
(1) Full-time worker,(2) Female,11,(2) Agree,14.21568627451
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,11,(2) Agree,16.25
(2) Part-time worker,(2) Female,7,(3) Neither agree nor disagree,15.21739130435
(1) Full-time worker,(2) Female,10,(2) Agree,13.23
(2) Part-time worker,(2) Female,12,(1) Strongly agree,16
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(1) Strongly agree,26.77222222223
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13
(1) Full-time worker,(2) Female,12,(1) Strongly agree,30
(1) Full-time worker,(2) Female,12,(2) Agree,14.45
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.5
(1) Full-time worker,(2) Female,12,(2) Agree,16.57
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,9,(1) Strongly agree,12.19
(1) Full-time worker,(2) Female,12,(2) Agree,20
(1) Full-time worker,(2) Female,8,(1) Strongly agree,7.5
(1) Full-time worker,(1) Male,12,(1) Strongly agree,13
(2) Part-time worker,(2) Female,12,(2) Agree,9.5
(2) Part-time worker,(2) Female,12,(2) Agree,9
(1) Full-time worker,(2) Female,2,(1) Strongly agree,9
(1) Full-time worker,(2) Female,9,(2) Agree,10
(1) Full-time worker,(2) Female,8,(3) Neither agree nor disagree,20.007
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.3
(1) Full-time worker,(2) Female,9,(2) Agree,10.5
(1) Full-time worker,(2) Female,1,(1) Strongly agree,10.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5
(1) Full-time worker,(2) Female,9,(2) Agree,15.625
(2) Part-time worker,(2) Female,6,(3) Neither agree nor disagree,9.16666666667
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,16.28
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12.8125
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.83
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,9,(1) Strongly agree,5.95535714286
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,8,(1) Strongly agree,11
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(2) Agree,8.25
(1) Full-time worker,(2) Female,5,(1) Strongly agree,37.1052631579
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,25
(2) Part-time worker,(2) Female,12,(2) Agree,10.75
(2) Part-time worker,(2) Female,12,(1) Strongly agree,19.36
(1) Full-time worker,(2) Female,12,(2) Agree,15.30612244898
(1) Full-time worker,(1) Male,7,(2) Agree,12
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,3,(1) Strongly agree,15
(1) Full-time worker,(1) Male,12,(1) Strongly agree,15.25
(1) Full-time worker,(2) Female,10,(1) Strongly agree,16.5343915344
(1) Full-time worker,(2) Female,10,(1) Strongly agree,30
(1) Full-time worker,(2) Female,12,(2) Agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,10.54054054055
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,10.30000000001
(2) Part-time worker,(2) Female,9,(1) Strongly agree,12.16216216217
(2) Part-time worker,(2) Female,7,(1) Strongly agree,9
(2) Part-time worker,(2) Female,8,(1) Strongly agree,20.4268292683
(2) Part-time worker,(2) Female,10,(1) Strongly agree,13
(1) Full-time worker,(2) Female,3,(2) Agree,8
(1) Full-time worker,(2) Female,12,(2) Agree,9.09090909091
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14
(1) Full-time worker,(2) Female,12,(2) Agree,23
(1) Full-time worker,(2) Female,6,(2) Agree,10.5
(1) Full-time worker,(2) Female,12,(2) Agree,11.5
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,17.5
(1) Full-time worker,(2) Female,1,(1) Strongly agree,23.07692307693
(1) Full-time worker,(2) Female,12,(2) Agree,12
(2) Part-time worker,(2) Female,10,(2) Agree,11.15
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.25
(1) Full-time worker,(2) Female,10,(2) Agree,NA
(1) Full-time worker,(2) Female,11,(1) Strongly agree,25
(1) Full-time worker,(2) Female,12,(2) Agree,16.66666666667
(1) Full-time worker,(2) Female,12,(2) Agree,9
(2) Part-time worker,(2) Female,9,(2) Agree,11.78
(2) Part-time worker,(2) Female,9,(3) Neither agree nor disagree,14.14
(1) Full-time worker,(2) Female,3,(3) Neither agree nor disagree,14
(1) Full-time worker,(2) Female,9,(1) Strongly agree,12.5
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(5) Strongly disagree,12.4875
(1) Full-time worker,(2) Female,8,(1) Strongly agree,5.55555555556
(1) Full-time worker,(2) Female,9,(2) Agree,NA
(1) Full-time worker,(2) Female,4,(2) Agree,7.25
(1) Full-time worker,(2) Female,12,(2) Agree,9
(2) Part-time worker,(2) Female,12,(2) Agree,14.2
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(1) Strongly agree,NA
(2) Part-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,9.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.5
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,13.125
(2) Part-time worker,(1) Male,1,(1) Strongly agree,8.25
(1) Full-time worker,(2) Female,1,(1) Strongly agree,15.5
(1) Full-time worker,(2) Female,12,(2) Agree,16.5
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.55
(2) Part-time worker,(2) Female,6,(3) Neither agree nor disagree,10.15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(4) Disagree,10.625
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.01923076924
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,16
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.06432748539
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(2) Part-time worker,(2) Female,11,(1) Strongly agree,10.7
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,NA
(1) Full-time worker,(2) Female,3,(1) Strongly agree,9
(2) Part-time worker,(2) Female,9,(1) Strongly agree,51.42857142858
(1) Full-time worker,(2) Female,12,(2) Agree,15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13.12195121952
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5
(1) Full-time worker,(2) Female,12,(2) Agree,14.51
(1) Full-time worker,(2) Female,12,(2) Agree,24.39024390244
(2) Part-time worker,(2) Female,12,(4) Disagree,2.5
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.78260869566
(1) Full-time worker,(2) Female,12,(2) Agree,11
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.625
(2) Part-time worker,(2) Female,2,(1) Strongly agree,15
(1) Full-time worker,(2) Female,12,(2) Agree,13.5
(1) Full-time worker,(2) Female,1,(2) Agree,8
(1) Full-time worker,(2) Female,6,(3) Neither agree nor disagree,10.5
(1) Full-time worker,(2) Female,12,(2) Agree,7.25
NA,NA,NA,NA,NA
(1) Full-time worker,(1) Male,12,(2) Agree,15.43209876544
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.25
(1) Full-time worker,(1) Male,12,(1) Strongly agree,13
(2) Part-time worker,(2) Female,6,(1) Strongly agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,12.15
(1) Full-time worker,(2) Female,12,(2) Agree,12
(1) Full-time worker,(2) Female,12,(4) Disagree,12.5
(1) Full-time worker,(2) Female,12,(2) Agree,11.25
(1) Full-time worker,(2) Female,12,(2) Agree,10.35
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9
(2) Part-time worker,(1) Male,10,(1) Strongly agree,52.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10
(2) Part-time worker,(2) Female,2,(2) Agree,10
(2) Part-time worker,NA,3,(1) Strongly agree,7.25
(1) Full-time worker,(2) Female,12,(2) Agree,11.15
(1) Full-time worker,(2) Female,12,(2) Agree,16
(1) Full-time worker,(2) Female,1,(1) Strongly agree,19.23076923077
(2) Part-time worker,(2) Female,7,(2) Agree,22.05882352942
(1) Full-time worker,(2) Female,12,(2) Agree,23.94
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,15
(2) Part-time worker,(2) Female,8,(2) Agree,11
(2) Part-time worker,(2) Female,12,(2) Agree,21
(1) Full-time worker,(2) Female,12,(2) Agree,14
(2) Part-time worker,(2) Female,12,(4) Disagree,9
(1) Full-time worker,(2) Female,10,(2) Agree,23.07692307693
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.75
(2) Part-time worker,(2) Female,9,(1) Strongly agree,9
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(2) Part-time worker,(1) Male,10,(1) Strongly agree,25.6093125
(2) Part-time worker,(2) Female,11,(2) Agree,17.22
(1) Full-time worker,(2) Female,NA,(2) Agree,NA
(2) Part-time worker,(2) Female,11,(1) Strongly agree,15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,23
(1) Full-time worker,(2) Female,12,(2) Agree,17
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,8,(3) Neither agree nor disagree,18.47222222223
(1) Full-time worker,(2) Female,12,(2) Agree,11.25
(2) Part-time worker,(2) Female,12,(2) Agree,12
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.03
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,NA,(2) Agree,11
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.5
(1) Full-time worker,(2) Female,5,(2) Agree,6.25
(2) Part-time worker,(2) Female,12,(1) Strongly agree,7.75
(1) Full-time worker,(2) Female,12,(2) Agree,11.5
(1) Full-time worker,(2) Female,9,(2) Agree,19.5
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,10.1
(1) Full-time worker,(2) Female,12,(2) Agree,10
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.43
(2) Part-time worker,(2) Female,9,(1) Strongly agree,63.33333333334
(2) Part-time worker,(2) Female,5,(1) Strongly agree,11.33
(1) Full-time worker,(2) Female,12,(2) Agree,15.2
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,8.125
(1) Full-time worker,(2) Female,12,(2) Agree,23.61111111112
(2) Part-time worker,(2) Female,3,(1) Strongly agree,13
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,20
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(2) Part-time worker,(2) Female,3,(2) Agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,13.5
(2) Part-time worker,(2) Female,9,(1) Strongly agree,11.76470588236
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15
(1) Full-time worker,NA,12,NA,15.25
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(2) Agree,13.5
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,8,(1) Strongly agree,14.5
(1) Full-time worker,(2) Female,4,(5) Strongly disagree,12
(2) Part-time worker,(2) Female,1,(1) Strongly agree,11.5
(1) Full-time worker,(2) Female,12,(2) Agree,10
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.438225
(2) Part-time worker,(2) Female,6,(1) Strongly agree,12
(1) Full-time worker,(2) Female,8,(1) Strongly agree,9
(1) Full-time worker,(2) Female,12,(1) Strongly agree,41.11111111112
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(2) Agree,17.34
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,5.45454545455
(1) Full-time worker,(2) Female,12,(2) Agree,10.75
(2) Part-time worker,(2) Female,12,(2) Agree,13
(1) Full-time worker,(1) Male,12,(2) Agree,9
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.62222222223
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13
(2) Part-time worker,(2) Female,12,(2) Agree,18
(1) Full-time worker,(2) Female,12,(2) Agree,14.0503875969
(2) Part-time worker,(2) Female,10,(1) Strongly agree,20
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14
(1) Full-time worker,(2) Female,12,(1) Strongly agree,21
(2) Part-time worker,(2) Female,12,(2) Agree,15
(1) Full-time worker,(2) Female,12,(2) Agree,19.44444444445
(1) Full-time worker,(2) Female,2,(2) Agree,7.5
(2) Part-time worker,(2) Female,10,(2) Agree,15.4845
(1) Full-time worker,(2) Female,12,(2) Agree,24.71
(2) Part-time worker,(2) Female,12,(2) Agree,11
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,8.25
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,48.87218045113
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5
(1) Full-time worker,(2) Female,6,(1) Strongly agree,12.13
(1) Full-time worker,(2) Female,12,(2) Agree,11
(1) Full-time worker,(2) Female,12,(2) Agree,16.16
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,6,(1) Strongly agree,5.678125
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12.5
(1) Full-time worker,(2) Female,12,(2) Agree,8.75
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(2) Part-time worker,(2) Female,NA,(2) Agree,28.33333333334
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(2) Agree,11.25
(2) Part-time worker,(2) Female,9,(2) Agree,29.16666666667
(1) Full-time worker,(2) Female,12,(1) Strongly agree,3.67346938776
(2) Part-time worker,(2) Female,12,(2) Agree,11
(1) Full-time worker,(2) Female,NA,(2) Agree,16
(1) Full-time worker,(2) Female,12,(1) Strongly agree,23
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.1
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(2) Agree,13
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,10,(2) Agree,11.06382978724
(1) Full-time worker,(2) Female,12,(2) Agree,10.25
(1) Full-time worker,(2) Female,12,(2) Agree,12.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,10.9
(1) Full-time worker,(2) Female,12,(2) Agree,9.58605664489
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.1
(1) Full-time worker,(2) Female,10,(2) Agree,19
(1) Full-time worker,(2) Female,9,(1) Strongly agree,15.5
(2) Part-time worker,(2) Female,12,(1) Strongly agree,17
(1) Full-time worker,(2) Female,12,(2) Agree,10
(2) Part-time worker,(2) Female,8,(1) Strongly agree,8.5
(1) Full-time worker,(2) Female,10,(2) Agree,34.88372093024
(1) Full-time worker,(2) Female,9,(2) Agree,15
(2) Part-time worker,(2) Female,1,(1) Strongly agree,9
(2) Part-time worker,(2) Female,10,(3) Neither agree nor disagree,NA
(1) Full-time worker,(2) Female,8,(3) Neither agree nor disagree,10.35
(1) Full-time worker,(2) Female,9,(4) Disagree,16.96252465484
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,9,(1) Strongly agree,12.79
(1) Full-time worker,(2) Female,12,(2) Agree,11.5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5
(2) Part-time worker,(2) Female,9,(3) Neither agree nor disagree,19
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10
(1) Full-time worker,(2) Female,NA,(2) Agree,29.8
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,9,(2) Agree,16
(1) Full-time worker,(2) Female,10,(1) Strongly agree,15
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,33.33333333334
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.5
(2) Part-time worker,(2) Female,9,(2) Agree,NA
(2) Part-time worker,(2) Female,1,(2) Agree,9.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10
(1) Full-time worker,(2) Female,7,(1) Strongly agree,8
(1) Full-time worker,(2) Female,12,(2) Agree,13
(1) Full-time worker,(2) Female,12,(2) Agree,10
(2) Part-time worker,(2) Female,12,(2) Agree,9
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15
(1) Full-time worker,(2) Female,8,(1) Strongly agree,12
(1) Full-time worker,(2) Female,10,(1) Strongly agree,1.86170212766
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8
(1) Full-time worker,(2) Female,6,(1) Strongly agree,7.25
(1) Full-time worker,(2) Female,10,(2) Agree,20.68
(2) Part-time worker,(2) Female,12,(1) Strongly agree,51.42857142858
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,12.72
(1) Full-time worker,(2) Female,9,(1) Strongly agree,7.5
(2) Part-time worker,(2) Female,2,(1) Strongly agree,7.25
(2) Part-time worker,(2) Female,10,NA,7.25
NA,NA,NA,(1) Strongly agree,NA
(2) Part-time worker,(2) Female,10,(1) Strongly agree,38.88888888889
(1) Full-time worker,(2) Female,12,(2) Agree,14
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,3,(4) Disagree,8.20270270271
(2) Part-time worker,(2) Female,11,(1) Strongly agree,20
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,10,(2) Agree,12.5
(1) Full-time worker,(2) Female,12,(2) Agree,107.32142857143
(2) Part-time worker,(2) Female,2,(3) Neither agree nor disagree,12
(1) Full-time worker,(2) Female,9,(2) Agree,6
(2) Part-time worker,(2) Female,12,(2) Agree,13.75
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10
(2) Part-time worker,(2) Female,12,(2) Agree,11
(2) Part-time worker,(2) Female,6,(2) Agree,11
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,11,(2) Agree,18.42105263158
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.35
(1) Full-time worker,(2) Female,12,(2) Agree,18.36
(1) Full-time worker,(2) Female,12,(2) Agree,18.91
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.5
(1) Full-time worker,(2) Female,12,(2) Agree,20.40816326531
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,18.60000000001
(1) Full-time worker,(2) Female,12,(2) Agree,8
(1) Full-time worker,(2) Female,12,(2) Agree,13.44
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,22
(1) Full-time worker,(2) Female,10,(2) Agree,30.88235294118
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.23
(1) Full-time worker,(2) Female,11,(4) Disagree,14.89
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14
(1) Full-time worker,(2) Female,12,(4) Disagree,20
(1) Full-time worker,(2) Female,12,(2) Agree,13.5
(1) Full-time worker,(2) Female,9,(4) Disagree,53.84615384616
(1) Full-time worker,(2) Female,7,(1) Strongly agree,14
(2) Part-time worker,(2) Female,4,(2) Agree,8
(2) Part-time worker,(2) Female,4,(2) Agree,9
(1) Full-time worker,(1) Male,12,(2) Agree,15.2380952381
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.01445945946
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19.37648648649
(1) Full-time worker,(2) Female,12,(2) Agree,12.3076923077
(1) Full-time worker,(2) Female,11,(5) Strongly disagree,4.375
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10
(2) Part-time worker,(2) Female,9,(1) Strongly agree,13
(1) Full-time worker,(2) Female,4,(1) Strongly agree,10
(1) Full-time worker,(2) Female,5,(4) Disagree,8.5
(1) Full-time worker,(2) Female,12,(2) Agree,21.5
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11.076923076929999
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,14.94
(1) Full-time worker,(2) Female,12,(2) Agree,23.21428571429
(1) Full-time worker,(2) Female,1,(1) Strongly agree,15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,20
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.22962962963
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.85
(2) Part-time worker,(2) Female,12,(2) Agree,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,15
(1) Full-time worker,(2) Female,5,(3) Neither agree nor disagree,10
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.9
(1) Full-time worker,(2) Female,11,(2) Agree,NA
(1) Full-time worker,(2) Female,4,(1) Strongly agree,12.38
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20.40816326531
(2) Part-time worker,(2) Female,12,(2) Agree,8.55000000001
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,16.3
(1) Full-time worker,(2) Female,9,(1) Strongly agree,10.64
(1) Full-time worker,(1) Male,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14.42307692308
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13
(1) Full-time worker,(2) Female,12,(2) Agree,8.25
(1) Full-time worker,(2) Female,10,(2) Agree,40.625
(1) Full-time worker,(2) Female,9,(1) Strongly agree,24
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.47
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(1) Full-time worker,(2) Female,12,(2) Agree,9
(2) Part-time worker,(2) Female,10,(2) Agree,8
(2) Part-time worker,(2) Female,3,(1) Strongly agree,9.6153846153899991
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15
(2) Part-time worker,(2) Female,10,(1) Strongly agree,14.66666666667
(1) Full-time worker,(2) Female,12,NA,7.75
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11.6
(1) Full-time worker,(2) Female,12,(2) Agree,9
(2) Part-time worker,(2) Female,11,(2) Agree,23.6
(1) Full-time worker,(2) Female,12,(2) Agree,18.12636165578
(2) Part-time worker,(2) Female,10,(1) Strongly agree,16.66666666667
(1) Full-time worker,(2) Female,12,(2) Agree,8
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,24.10714285715
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(2) Agree,15.34
(1) Full-time worker,(2) Female,12,(1) Strongly agree,28.58
(1) Full-time worker,(2) Female,9,(5) Strongly disagree,20.21
(1) Full-time worker,(2) Female,9,(2) Agree,NA
NA,(2) Female,NA,(1) Strongly agree,13
(1) Full-time worker,(2) Female,9,(2) Agree,18.4
(1) Full-time worker,(2) Female,9,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,10,(2) Agree,43.53333333334
(1) Full-time worker,(2) Female,10,(1) Strongly agree,29.36642857143
(1) Full-time worker,(2) Female,12,(2) Agree,15.865384615389999
(1) Full-time worker,(2) Female,10,(1) Strongly agree,12
(2) Part-time worker,(2) Female,2,(2) Agree,7.5
(2) Part-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,9,(1) Strongly agree,16.5
(1) Full-time worker,(2) Female,9,(3) Neither agree nor disagree,13
(1) Full-time worker,(2) Female,6,(1) Strongly agree,11
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12
